iter	Passed	Remaining
148	11802	51566
149	11872	51448
150	11988	51525
151	12065	51439
152	12114	51227
153	12149	50962
154	12186	50712
155	12228	50483
156	12288	50328
157	12385	50326
158	12478	50306
159	12540	50161
160	12600	50011
161	12654	49837
162	12766	49891
163	12884	49967
164	12971	49922
165	13081	49961
166	13181	49962
167	13330	50149
168	13450	50220
169	13576	50312
170	13639	50170
171	13696	50008
172	13743	49812
173	13782	49585
174	13820	49359
175	13881	49216
176	13937	49056
177	13998	48917
178	14079	48846
179	14177	48834
180	14295	48887
181	14349	48725
182	14404	48566
183	14469	48442
184	14544	48351
185	14596	48185
186	14670	48090
187	14713	47897
188	14752	47690
189	14813	47559
190	14891	47480
191	14933	47289
192	14970	47084
193	15012	46895
194	15075	46772
195	15159	46716
196	15241	46652
197	15302	46526
198	15397	46501
199	15455	46366
200	15542	46318
201	15623	46250
202	15802	46473
203	15960	46628
204	16077	46664
205	16181	46660
206	16286	46657
207	16364	46575
208	16471	46577
209	16565	46542
210	16624	46407
211	16693	46300
212	16779	46240
213	16867	46187
214	16955	46134
215	17079	46178
216	17153	46085
217	17301	46190
218	17413	46197
219	17534	46228
220	17600	46110
221	17690	46058
222	17762	45959
223	17854	45912
224	17948	45869
225	17998	45712
226	18050	45563
227	18120	45460
228	18185	45344
229	18245	45216
230	18320	45126
231	18405	45062
232	18531	45095
233	18615	45028
234	18693	44943
235	18748	44804
236	18805	44673
237	18851	44514
238	18935	44445
239	19002	44340
240	19057	44203
241	19102	44046
242	19137	43865
243	19189	43726
244	19256	43622
245	19333	43539
246	19398	43429
247	19489	43380
248	19609	43393
249	19665	43264
250	19726	43147
251	19808	43075
252	19845	42906
253	19888	42753
254	19938	42614
255	19980	42457
256	20006	42270
257	20032	42083
258	20064	41911
259	20102	41750
260	20129	41570
261	20157	41392
262	20213	41273
263	20307	41229
264	20378	41141
265	20466	41087
266	20527	40978
267	20627	40946
268	20721	40903
269	20808	40846
270	20876	40751
271	20921	40612
272	20963	40468
273	21002	40317
274	21038	40164
275	21069	40001
276	21130	39897
277	21177	39765
278	21216	39619
279	21265	39492
280	21311	39361
281	21366	39247
282	21426	39143
283	21492	39050
284	21581	38998
285	21647	38904
286	21772	38917
287	21866	38873
288	21964	38836
289	22041	38761
290	22108	38671
291	22207	38635
292	22275	38545
293	22352	38469
294	22415	38372
295	22508	38325
296	22601	38277
297	22649	38154
298	22699	38035
299	22762	37936
300	22863	37902
301	22961	37862
302	23101	37892
303	23239	37917
304	23347	37892
305	23452	37860
306	23553	37823
307	23680	37827
308	23778	37783
309	24032	37986
310	24160	37987
311	24303	38013
312	24394	37956
313	24497	37916
314	24552	37803
315	24712	37850
316	24796	37780
317	24909	37755
318	25023	37731
319	25142	37713
320	25269	37707
321	25408	37718
322	25564	37753
323	25658	37696
324	25741	37622
325	25828	37554
326	25923	37498
327	26012	37432
328	26109	37378
329	26278	37427
330	26457	37487
331	26551	37427
332	26628	37344
333	26744	37313
334	26888	37323
335	27072	37386
336	27192	37360
337	27296	37310
338	27567	37489
339	27777	37581
340	27929	37593
341	28140	37685
342	28287	37689
343	28463	37730
344	28669	37810
345	28817	37812
346	28917	37751
347	29112	37813
348	29312	37879
349	29552	37995
350	29775	38088
351	29944	38111
352	30106	38123
353	30288	38159
354	30424	38137
355	30555	38108
356	30725	38127
357	30859	38100
358	31057	38151
359	31176	38104
360	31343	38115
361	31494	38106
362	31625	38072
363	31758	38040
364	31962	38092
365	32046	38000
366	32216	38009
367	32386	38018
368	32558	38028
369	32673	37972
370	32796	37924
371	32876	37826
372	32986	37761
373	33110	37713
374	33264	37699
375	33417	37683
376	33533	37624
377	33672	37591
378	33812	37559
379	33952	37526
380	34089	37489
381	34191	37413
382	34381	37433
383	34638	37525
384	34860	37577
385	34989	37527
386	35132	37493
387	35248	37428
388	35356	37356
389	35490	37310
390	35647	37288
391	35748	37207
392	35830	37106
393	35928	37023
394	36011	36923
395	36120	36849
396	36262	36811
397	36455	36822
398	36619	36803
399	36716	36716
400	36811	36628
401	36892	36525
402	36976	36425
403	37068	36334
404	37185	36267
405	37290	36188
406	37430	36142
407	37574	36101
408	37795	36132
409	38040	36185
410	38229	36183
411	38377	36141
412	38530	36104
413	38633	36020
414	38706	35908
415	38762	35780
416	38830	35664
417	38911	35559
418	38967	35433
419	39086	35364
420	39221	35308
421	39358	35254
422	39577	35273
423	39761	35260
424	39873	35182
425	40020	35135
426	40155	35077
427	40243	34977
428	40378	34919
429	40614	34947
430	40827	34954
431	40935	34870
432	41020	34767
433	41158	34709
434	41306	34659
435	41392	34557
436	41464	34443
437	41512	34309
438	41587	34198
439	41637	34067
440	41704	33949
441	41778	33838
442	41967	33820
443	42193	33830
444	42663	34034
445	42870	34026
