iter	MAE
140	1.432860627
141	1.432715487
142	1.432673446
143	1.432637642
144	1.432576039
145	1.432562432
146	1.432364073
147	1.43235077
148	1.432166626
149	1.432138811
150	1.43211643
151	1.432028539
152	1.431950846
153	1.43191508
154	1.431896357
155	1.431791063
156	1.431694751
157	1.431643818
158	1.431491828
159	1.431463038
160	1.431452774
161	1.431414058
162	1.43138895
163	1.431254641
164	1.431184434
165	1.431161315
166	1.431146161
167	1.431086698
168	1.431044425
169	1.430910533
170	1.430816601
171	1.430755184
172	1.4307224
173	1.430711503
174	1.430669652
175	1.430467115
176	1.430455619
177	1.430423256
178	1.430306658
179	1.43029181
180	1.430207301
181	1.43017235
182	1.430018476
183	1.430014124
184	1.429990189
185	1.429949652
186	1.429673023
187	1.429663935
188	1.429561764
189	1.429381477
190	1.429338511
191	1.429271342
192	1.429234239
193	1.429206899
194	1.42917597
195	1.429157946
196	1.429115759
197	1.429058456
198	1.429032973
199	1.428981793
200	1.428930295
201	1.428909055
202	1.428895008
203	1.428863934
204	1.42882869
205	1.428790842
206	1.428773357
207	1.428741475
208	1.42871525
209	1.428701512
210	1.428589171
211	1.428538901
212	1.428519907
213	1.428498009
214	1.428474105
215	1.428412453
216	1.428365827
217	1.428351051
218	1.42832921
219	1.428316379
220	1.428306769
221	1.428205215
222	1.428155661
223	1.42810706
224	1.428078674
225	1.428060843
226	1.428035734
227	1.428012067
228	1.428003792
229	1.427977959
230	1.427960773
231	1.427951008
232	1.427929923
233	1.427913732
234	1.427750948
235	1.427739327
236	1.427605426
237	1.427573792
238	1.427544741
239	1.427536528
240	1.427487246
241	1.427427293
242	1.427381976
243	1.427357489
244	1.427323651
245	1.427266858
246	1.427231603
247	1.427202123
248	1.427200109
249	1.427187342
250	1.427164943
251	1.427112497
252	1.427065918
253	1.426919042
254	1.4268926
255	1.426862246
256	1.426844589
257	1.426821392
258	1.426775918
259	1.42667988
260	1.426633756
261	1.426616871
262	1.426592328
263	1.426565244
264	1.426491505
265	1.426460205
266	1.426446719
267	1.426336721
268	1.426247182
269	1.426183371
270	1.426034221
271	1.425989863
272	1.425984281
273	1.425938593
274	1.425919724
275	1.425906161
276	1.425878402
277	1.425859104
278	1.425829938
279	1.425815943
280	1.425799194
281	1.425744337
282	1.425644549
283	1.425620811
284	1.425599564
285	1.425545722
286	1.425518868
287	1.425456639
288	1.42544382
289	1.425387511
290	1.425364312
291	1.425315792
292	1.425287106
293	1.425212761
294	1.425141192
295	1.425107946
296	1.425033655
297	1.424970361
298	1.424821111
299	1.424738102
300	1.424700392
301	1.424636161
302	1.424554117
303	1.424459352
304	1.424443334
305	1.424395707
306	1.424293393
307	1.424264462
308	1.424245533
309	1.424207901
310	1.424178753
311	1.424142987
312	1.424046022
313	1.424014477
314	1.423989611
315	1.423947023
316	1.423915605
317	1.423851994
318	1.423782191
319	1.423732255
320	1.423651671
321	1.423508893
322	1.423458376
323	1.423389442
324	1.423352228
325	1.423237897
326	1.423180195
327	1.423132369
328	1.423078832
329	1.423050601
330	1.422970563
331	1.42285593
332	1.422752836
333	1.42267428
334	1.422566893
335	1.422289519
336	1.422264862
337	1.422187582
338	1.421931129
339	1.42185421
340	1.421689569
341	1.42157693
342	1.421528809
343	1.421489798
344	1.421457909
345	1.421443581
346	1.42132429
347	1.421266908
348	1.421238655
349	1.421221539
350	1.421193328
351	1.421148405
352	1.421091344
353	1.421019299
354	1.420973995
355	1.420795884
356	1.420729388
357	1.420686974
358	1.420483672
359	1.420468882
360	1.420462825
361	1.420414846
362	1.420340089
363	1.420210446
364	1.420178278
365	1.42005347
366	1.419973628
367	1.419891286
368	1.419865157
369	1.419785666
370	1.419751925
371	1.419721266
372	1.419617674
373	1.419570834
374	1.419524619
375	1.419440583
376	1.419313848
377	1.419283029
378	1.419196129
379	1.419135806
380	1.41910306
381	1.419065314
382	1.419044939
383	1.41901156
384	1.418950242
385	1.418937901
386	1.418919104
387	1.41886782
388	1.418837679
389	1.418804249
390	1.418769503
391	1.418669471
392	1.41860395
393	1.418498891
394	1.418455347
395	1.418431522
396	1.418393876
397	1.418342292
398	1.418296804
399	1.418280743
400	1.418234844
401	1.417994779
402	1.417966218
403	1.417905094
404	1.417847435
405	1.417782141
406	1.417720704
407	1.41768493
408	1.417645004
409	1.417599133
410	1.417553092
411	1.417514518
412	1.417488773
413	1.417450366
414	1.417402507
415	1.417351209
416	1.417321494
417	1.417272653
418	1.417227056
419	1.417196802
420	1.417156808
421	1.417109176
422	1.417074527
423	1.41703347
424	1.417010319
425	1.4169857
426	1.416952204
427	1.416913143
428	1.416880916
429	1.416860248
430	1.416823129
431	1.416765073
432	1.41663045
433	1.416606577
434	1.416579926
435	1.416539866
436	1.416521718
437	1.416466737
438	1.41643325
439	1.416379824
440	1.416347637
441	1.416293
442	1.416234595
443	1.41621655
444	1.416166583
445	1.416119593
