iter	MAE
167	1.24117009
168	1.241122997
169	1.241041387
170	1.240177517
171	1.240168485
172	1.239366549
173	1.239308926
174	1.239009364
175	1.239000796
176	1.23892861
177	1.238360317
178	1.23825865
179	1.238245709
180	1.238214243
181	1.238202568
182	1.238105136
183	1.238037473
184	1.237793961
185	1.237777689
186	1.237734248
187	1.237730601
188	1.237707858
189	1.237697227
190	1.237603469
191	1.237595853
192	1.237584912
193	1.237582979
194	1.237575331
195	1.237166422
196	1.236971167
197	1.236949705
198	1.236937697
199	1.236440165
200	1.236367627
201	1.236354814
202	1.236346476
203	1.236331271
204	1.236329253
205	1.236326542
206	1.236195178
207	1.236186635
208	1.236184654
209	1.23610202
210	1.236086579
211	1.236044022
212	1.235952561
213	1.235944161
214	1.235939487
215	1.235140137
216	1.235012788
217	1.23498214
218	1.23461456
219	1.234211541
220	1.234211017
221	1.234174067
222	1.234168786
223	1.234160715
224	1.233854545
225	1.233854035
226	1.23374301
227	1.233740237
228	1.233683297
229	1.23358336
230	1.233577935
231	1.233467301
232	1.233462333
233	1.233460796
234	1.232890019
235	1.232881059
236	1.232847947
237	1.232802222
238	1.2327917
239	1.232654519
240	1.232641409
241	1.232640711
242	1.232562359
243	1.232561234
244	1.23253193
245	1.23249162
246	1.232478099
247	1.232476072
248	1.232474519
249	1.232437184
250	1.232257971
251	1.2322505
252	1.232228814
253	1.232214653
254	1.232205284
255	1.232182532
256	1.231926682
257	1.231924263
258	1.231918847
259	1.231851718
260	1.231847798
261	1.231838733
262	1.231832246
263	1.23182835
264	1.231821018
265	1.231815568
266	1.231814134
267	1.231800457
268	1.231788975
269	1.231777874
270	1.231774883
271	1.231749301
272	1.231742848
273	1.231680711
274	1.231593234
275	1.231578214
276	1.231573883
277	1.231567944
278	1.23156073
279	1.231554991
280	1.231554198
281	1.231542935
282	1.231436016
283	1.231433282
284	1.231432151
285	1.231368541
286	1.231366227
287	1.231359098
288	1.231348857
289	1.231345253
290	1.231139879
291	1.231133168
292	1.231132668
293	1.231130286
294	1.231125173
295	1.231122147
296	1.231118436
297	1.231114374
298	1.231098668
299	1.231094811
300	1.23109263
301	1.231090564
302	1.231074117
303	1.231054913
304	1.231048432
305	1.231042051
306	1.231040529
307	1.231037129
308	1.230856162
309	1.230853598
310	1.230849608
311	1.230840579
312	1.230836291
313	1.230830409
314	1.230647075
315	1.230644294
316	1.230643222
317	1.230605304
318	1.230568473
319	1.230559899
320	1.230554682
321	1.230545115
322	1.230371985
323	1.23037106
324	1.230365897
325	1.229954474
326	1.229951272
327	1.22994369
328	1.229331868
329	1.229158977
330	1.229156793
331	1.229152658
332	1.229149508
333	1.229141001
334	1.229137632
335	1.229132274
336	1.229114209
337	1.229080109
338	1.229044206
339	1.22904201
340	1.228968438
341	1.228963171
342	1.228957307
343	1.228954517
344	1.22893815
345	1.228936561
346	1.22893616
347	1.228934347
348	1.228931781
349	1.228929421
350	1.228553331
351	1.228548656
352	1.228530781
353	1.228518467
354	1.228517652
355	1.228493379
356	1.228491455
357	1.228483687
358	1.22847806
359	1.228362303
360	1.228349782
361	1.228340531
362	1.228336644
363	1.228241293
364	1.228238827
365	1.228223188
366	1.228216205
367	1.228214549
368	1.228192002
369	1.228189687
370	1.228186646
371	1.228176798
372	1.227706309
373	1.227234694
374	1.227232396
375	1.227116467
376	1.227111135
377	1.226758726
378	1.226727011
379	1.226332608
380	1.226210043
381	1.226185701
382	1.225865143
383	1.225710931
384	1.225557411
385	1.225549099
386	1.225516554
387	1.225135116
388	1.224784419
389	1.224708137
390	1.224319775
391	1.224312364
392	1.224271804
393	1.224194044
394	1.224187749
395	1.22417852
396	1.224166555
397	1.22409764
398	1.224074547
399	1.224070956
400	1.223744627
401	1.223696381
402	1.223118789
403	1.223114794
404	1.222931855
405	1.222894778
406	1.222706053
407	1.222698
408	1.22256268
409	1.22229781
410	1.222294309
411	1.222248957
412	1.22221975
413	1.221895337
414	1.221829154
415	1.221760005
416	1.221529037
417	1.221088819
418	1.221035609
419	1.22100235
420	1.220884064
421	1.220548648
422	1.220534081
423	1.220393764
424	1.220306074
425	1.220298916
426	1.220158097
427	1.219845468
428	1.219687518
429	1.219520338
430	1.21948956
431	1.219351227
432	1.219193467
433	1.219167526
434	1.218848313
435	1.21862874
436	1.218481332
437	1.218202737
438	1.218102038
439	1.217833164
440	1.217706256
441	1.217374408
442	1.217366147
443	1.217258617
444	1.217238298
445	1.217230279
446	1.217075431
447	1.217049576
448	1.216969566
449	1.216946603
450	1.216919563
451	1.216911896
452	1.216847346
453	1.216839903
454	1.216727748
455	1.216548977
456	1.216474222
457	1.216468481
458	1.216422218
459	1.216412093
460	1.216300209
461	1.216250386
462	1.216236658
463	1.216158167
464	1.216046978
465	1.216041818
466	1.215996357
467	1.215878762
468	1.215866791
469	1.215763967
470	1.215666902
471	1.215642468
472	1.215537702
473	1.215298881
474	1.215293022
475	1.215169601
476	1.21505277
477	1.214975105
478	1.214927448
479	1.214830978
480	1.214732969
481	1.214509679
482	1.214343722
483	1.214231458
484	1.214045189
485	1.213838135
486	1.213733222
487	1.213705592
488	1.213695963
489	1.213669131
490	1.213535205
491	1.213466818
492	1.21345357
493	1.213312412
494	1.213202329
495	1.213147382
496	1.213096122
497	1.213074031
498	1.213006406
499	1.212911279
500	1.212893286
501	1.212776677
502	1.212765667
503	1.212681351
504	1.212541087
505	1.212472483
506	1.212353531
507	1.212317383
508	1.212308197
509	1.212211734
510	1.21220531
511	1.212200062
512	1.211995663
513	1.211904835
514	1.211860482
515	1.211855702
516	1.211787975
517	1.211763027
518	1.211702804
519	1.211613447
520	1.211606073
521	1.211603474
522	1.211549793
523	1.211515313
524	1.211455074
525	1.211438697
526	1.211354379
527	1.211335832
528	1.211243519
529	1.211241124
530	1.211225885
531	1.211223792
532	1.211221734
533	1.211146654
534	1.211132799
535	1.211119179
536	1.21108638
537	1.211083969
538	1.211043475
539	1.211041683
540	1.211017309
541	1.211002611
542	1.21100073
543	1.210999061
544	1.210987086
545	1.210963606
546	1.210888221
547	1.210813567
548	1.210741024
549	1.210722563
550	1.210662469
551	1.210594147
552	1.210583969
553	1.210565066
554	1.210530897
555	1.21032812
556	1.210313621
557	1.210297088
558	1.210275342
559	1.210252711
560	1.210218503
561	1.210201171
562	1.210173254
563	1.210172198
564	1.210135051
565	1.210125176
566	1.21010876
567	1.210043683
568	1.210013785
569	1.209998899
570	1.209978589
571	1.209896343
572	1.209858821
573	1.209823581
574	1.209790238
575	1.209788809
576	1.209762092
577	1.209741977
578	1.209722241
579	1.209701535
580	1.209650729
581	1.209631433
582	1.209591468
583	1.209560369
584	1.209533789
585	1.209512137
586	1.209451426
587	1.209441246
588	1.209401388
589	1.209383333
590	1.209343626
591	1.209325523
592	1.20924405
593	1.209210931
594	1.20918609
595	1.209179932
596	1.209157554
597	1.209141508
598	1.209117271
599	1.209114296
600	1.209036929
601	1.209030227
602	1.209000014
603	1.208960144
604	1.208953566
605	1.208939315
606	1.20891257
607	1.20888877
608	1.20888338
609	1.208854584
610	1.208849654
611	1.208849085
612	1.208844545
613	1.208840361
614	1.208808331
615	1.208788582
616	1.208784924
617	1.208760321
618	1.208743952
619	1.208740578
620	1.208718491
621	1.208689005
622	1.208663205
623	1.208619639
624	1.208590606
625	1.208587503
626	1.208569286
627	1.208566324
628	1.208565963
629	1.208490179
630	1.208438121
631	1.208417782
632	1.208398389
633	1.20838337
634	1.208356072
635	1.208332679
636	1.208307575
637	1.208289674
638	1.208275304
639	1.208254116
640	1.208237531
641	1.208210633
642	1.208199574
643	1.208184552
644	1.208160689
645	1.208144918
646	1.208108544
647	1.208103477
648	1.208088528
649	1.208078359
650	1.208065431
651	1.208042486
652	1.208028101
653	1.208013492
654	1.207990953
655	1.207975054
656	1.207974536
657	1.207952725
658	1.207952253
659	1.207927525
660	1.207917833
661	1.207818383
662	1.207796751
663	1.207787543
664	1.207692033
665	1.207458857
666	1.207374241
667	1.207293818
668	1.207080665
669	1.207067052
670	1.206994331
671	1.206984776
672	1.206784688
673	1.206729745
674	1.206716105
675	1.206706755
676	1.206536403
677	1.206520819
678	1.206338252
679	1.206326031
680	1.206261683
681	1.206257916
682	1.206181819
683	1.206110792
684	1.206108901
685	1.206049532
686	1.205998859
687	1.205984002
688	1.205975192
689	1.205947446
690	1.205921378
691	1.205913327
692	1.205905532
693	1.205894193
694	1.20587335
695	1.205870392
696	1.205863231
697	1.20585885
698	1.205842184
699	1.205837594
700	1.205829954
701	1.205817693
702	1.20580908
703	1.205807947
704	1.205742079
705	1.205739098
706	1.205681795
707	1.205673556
708	1.205549442
709	1.20548746
710	1.205449157
711	1.205446396
712	1.205328016
713	1.205325427
714	1.205322995
715	1.205302865
716	1.205243247
717	1.205240662
718	1.205173003
719	1.205163182
720	1.205161231
721	1.205144708
722	1.205125445
723	1.205123299
724	1.205108791
725	1.205090319
726	1.20506663
727	1.205060445
728	1.205041147
729	1.205030927
730	1.205027216
731	1.205025051
732	1.20502403
733	1.205023066
734	1.205007321
735	1.204998345
736	1.204996159
737	1.204994147
738	1.204986494
739	1.204984148
740	1.204979369
741	1.20497742
742	1.204893854
743	1.204856492
744	1.204849401
745	1.204840803
746	1.204831534
747	1.204718208
748	1.204710317
749	1.204702751
750	1.204664381
751	1.20465717
752	1.204620999
753	1.204571956
754	1.204559717
755	1.204526138
756	1.204522938
757	1.20452027
758	1.204388342
759	1.204357278
760	1.204338656
761	1.204333453
762	1.204323774
763	1.204303327
764	1.204270006
765	1.204250535
766	1.204128861
767	1.204115165
768	1.204106913
769	1.204100656
770	1.204097419
771	1.204062792
772	1.20405888
773	1.204043128
774	1.204009936
775	1.203997456
776	1.203994714
777	1.203973734
778	1.203968504
779	1.203951149
780	1.203936308
781	1.203931095
782	1.203930394
783	1.203920798
784	1.203901943
785	1.203889951
786	1.203877163
787	1.203871738
788	1.203849527
789	1.203838109
790	1.203832989
791	1.20382958
792	1.203820192
793	1.20381137
794	1.203791513
795	1.203773114
796	1.203762141
797	1.203740864
798	1.203737847
799	1.2037191
800	1.20371623
801	1.203710163
802	1.20370606
803	1.203702248
804	1.203659716
805	1.203656804
806	1.203646786
807	1.203644223
808	1.203626596
809	1.203618626
810	1.203614887
811	1.203564998
812	1.203562259
813	1.203514908
814	1.203367835
815	1.203367226
816	1.203230418
817	1.203191531
818	1.203063696
819	1.202967538
820	1.202964938
821	1.202960745
822	1.202960154
823	1.202923072
824	1.202916923
825	1.202911047
826	1.202910263
827	1.202892205
828	1.202890848
829	1.202879842
830	1.202875338
831	1.202853366
832	1.202848528
833	1.202814311
834	1.202809029
835	1.202776684
836	1.202745757
837	1.202716115
838	1.202702653
839	1.202696415
840	1.202683701
841	1.202667966
842	1.202666911
843	1.202651264
844	1.202645865
845	1.202619563
846	1.202604615
847	1.202600646
848	1.202554838
849	1.202437531
850	1.202326381
851	1.202301906
852	1.202275314
853	1.202274845
854	1.202199915
855	1.202164058
856	1.202148315
857	1.202146902
858	1.202089828
859	1.202066529
860	1.202057457
861	1.202049481
862	1.202040663
863	1.202009083
864	1.202001468
865	1.201970983
866	1.201930574
867	1.201902127
868	1.201848111
869	1.201820707
870	1.201794092
871	1.201777139
872	1.201761424
873	1.201734797
874	1.201722839
875	1.201693883
876	1.201666524
877	1.201643329
878	1.20162159
879	1.201577169
880	1.201544516
881	1.201522937
882	1.201507789
883	1.201466295
884	1.201438408
885	1.201369966
886	1.201324566
887	1.201268426
888	1.201238922
889	1.201237549
890	1.201215543
891	1.201195548
892	1.20117753
893	1.201176419
894	1.201154402
895	1.201134494
896	1.201118384
897	1.201103348
898	1.201089289
899	1.201083738
900	1.201058865
901	1.201053573
902	1.201007486
903	1.200982847
904	1.200920443
905	1.200903
906	1.200889544
907	1.200884468
908	1.200794856
909	1.200781626
910	1.20077742
911	1.200749438
912	1.20073939
913	1.200718985
914	1.200706675
915	1.200698931
916	1.200688647
917	1.200681087
918	1.200674878
919	1.200668803
920	1.20060456
921	1.200603542
922	1.200578391
923	1.200572021
924	1.200568485
925	1.200565226
926	1.200558349
927	1.200558065
928	1.200534705
929	1.200495394
930	1.200473952
931	1.200472724
932	1.200463692
933	1.200458082
934	1.200436133
935	1.20038433
936	1.200341962
937	1.200336507
938	1.200336319
939	1.200329282
940	1.200328921
941	1.200328583
942	1.2003238
943	1.2002643
944	1.200242249
945	1.200197852
946	1.200161114
947	1.200140626
948	1.200117858
949	1.200110945
950	1.200102809
951	1.200080241
952	1.200060105
953	1.200045827
954	1.200038928
955	1.200028661
956	1.200021478
957	1.200002952
958	1.199993612
959	1.19997414
960	1.199966576
961	1.199927495
962	1.199900191
963	1.199874543
964	1.199797475
965	1.199794637
966	1.199784387
967	1.199698791
968	1.199626209
969	1.199601502
970	1.199577877
971	1.199572196
972	1.199523401
973	1.199497143
974	1.199459621
975	1.199423327
976	1.199382158
977	1.199358894
978	1.199283138
979	1.199258253
980	1.199211134
981	1.19920406
982	1.199182211
983	1.199114043
984	1.199041921
985	1.199004098
986	1.198993313
987	1.198958307
988	1.19894446
989	1.198920605
990	1.198901074
991	1.198856564
992	1.19878323
993	1.198732173
994	1.198728645
995	1.198681777
996	1.198605324
997	1.198590536
998	1.198543831
999	1.198527982
