iter	Passed	Remaining
296	60111	142284
297	60300	142049
298	60592	142057
299	60785	141832
300	60970	141588
301	61157	141350
302	61359	141147
303	61576	140978
304	61763	140740
305	61950	140501
306	62149	140292
307	62338	140058
308	62525	139823
309	62707	139573
310	62888	139324
311	63086	139113
312	63272	138875
313	63503	138737
314	63712	138549
315	63914	138346
316	64103	138116
317	64290	137879
318	64478	137649
319	64698	137483
320	64896	137273
321	65128	137133
322	65332	136934
323	65543	136752
324	65750	136559
325	65951	136353
326	66139	136122
327	66324	135883
328	66513	135656
329	66705	135432
330	66891	135197
331	67075	134959
332	67276	134755
333	67457	134511
334	67685	134360
335	67866	134117
336	68075	133929
337	68259	133692
338	68452	133472
339	68646	133255
340	68874	133103
341	69057	132865
342	69248	132643
343	69435	132410
344	69630	132196
345	69855	132039
346	70066	131854
347	70303	131717
348	70536	131572
349	70826	131535
350	71021	131319
351	71211	131094
352	71399	130866
353	71591	130644
354	71787	130430
355	71998	130243
356	72185	130014
357	72368	129778
358	72549	129538
359	72738	129313
360	72928	129089
361	73118	128866
362	73307	128641
363	73492	128410
364	73686	128194
365	73920	128048
366	74147	127890
367	74332	127658
368	74520	127431
369	74718	127223
370	74902	126990
371	75088	126763
372	75303	126582
373	75492	126358
374	75716	126194
375	75927	126008
376	76188	125902
377	76384	125690
378	76572	125465
379	76765	125249
380	76945	125010
381	77131	124783
382	77311	124546
383	77492	124310
384	77678	124084
385	77858	123848
386	78050	123629
387	78278	123470
388	78466	123246
389	78670	123049
390	78860	122828
391	79088	122667
392	79279	122449
393	79463	122220
394	79654	122002
395	79842	121780
396	80027	121553
397	80235	121361
398	80471	121211
399	80655	120983
400	80874	120806
401	81184	120767
402	81392	120574
403	81605	120387
404	81796	120170
405	81978	119938
406	82168	119719
407	82388	119544
408	82569	119311
409	82758	119091
410	82951	118877
411	83137	118651
412	83327	118434
413	83515	118212
414	83700	117987
415	83891	117770
416	84080	117551
417	84315	117395
418	84540	117226
419	84732	117011
420	84918	116787
421	85106	116567
422	85294	116347
423	85507	116160
424	85694	115940
425	85885	115723
426	86092	115528
427	86282	115312
428	86472	115094
429	86725	114961
430	86942	114779
431	87157	114595
432	87341	114370
433	87522	114141
434	87705	113915
435	87898	113703
436	88086	113484
437	88272	113262
438	88468	113054
439	88684	112871
440	88884	112667
441	89070	112446
442	89273	112246
443	89477	112048
444	89665	111829
445	89851	111609
446	90036	111387
447	90226	111171
448	90443	110990
449	90629	110769
450	90861	110605
451	91046	110383
452	91344	110299
453	91541	110091
454	91731	109876
455	91942	109685
456	92142	109482
457	92356	109295
458	92560	109096
459	92777	108912
460	93011	108748
461	93208	108540
462	93396	108324
463	93583	108105
464	93773	107889
465	93964	107675
466	94150	107456
467	94372	107278
468	94572	107074
469	94757	106854
470	94991	106688
471	95175	106467
472	95366	106254
473	95583	106069
474	95769	105850
475	95976	105655
476	96165	105439
477	96354	105224
478	96540	105005
479	96727	104787
480	96919	104576
481	97140	104395
482	97330	104181
483	97519	103966
484	97733	103779
485	97930	103572
486	98163	103404
487	98352	103189
488	98545	102979
489	98732	102762
490	98923	102549
491	99134	102358
492	99336	102157
493	99565	101984
494	99749	101764
495	99941	101553
496	100126	101335
497	100318	101123
498	100529	100932
499	100721	100721
500	100909	100506
501	101099	100294
502	101336	100127
503	101613	100000
504	101820	99803
505	102028	99608
506	102223	99400
507	102409	99183
508	102595	98967
509	102779	98749
510	102969	98536
511	103165	98329
512	103427	98185
513	103641	97995
514	103839	97790
515	104030	97579
516	104222	97368
517	104406	97150
518	104640	96978
519	104826	96762
520	105015	96550
521	105201	96334
522	105404	96133
523	105646	95968
524	105831	95752
525	106035	95553
526	106224	95340
527	106412	95126
528	106599	94911
529	106782	94693
530	106969	94479
531	107162	94270
532	107352	94059
533	107575	93876
534	107758	93659
535	107945	93445
536	108137	93236
537	108327	93024
538	108518	92814
539	108733	92624
540	108925	92415
541	109128	92215
542	109342	92025
543	109531	91813
544	109798	91666
545	109985	91453
546	110176	91243
547	110365	91031
548	110555	90820
549	110772	90631
550	110956	90416
551	111147	90206
552	111338	89997
553	111524	89783
554	111898	89720
555	112117	89532
556	112312	89325
557	112499	89112
558	112684	88897
559	112867	88681
560	113055	88469
561	113247	88260
562	113437	88049
563	113624	87837
564	113810	87623
565	114027	87434
566	114236	87238
567	114434	87034
568	114638	86835
569	114895	86675
570	115096	86473
571	115287	86263
572	115476	86053
573	115670	85845
574	115879	85649
575	116124	85480
576	116320	85274
577	116506	85061
578	116699	84853
579	116884	84640
580	117072	84429
581	117264	84221
582	117454	84011
583	117642	83800
584	117827	83587
585	118037	83391
586	118245	83194
587	118434	82984
588	118626	82776
589	118811	82564
590	118997	82352
591	119188	82143
592	119381	81936
593	119570	81726
594	119774	81527
595	120016	81353
596	120305	81211
597	120493	81000
598	120678	80788
599	120893	80595
600	121079	80384
601	121273	80177
602	121471	79973
603	121655	79761
604	121853	79557
605	122137	79409
606	122380	79235
607	122567	79023
608	122755	78813
609	122940	78601
610	123129	78391
611	123324	78186
612	123515	77977
613	123704	77768
614	123890	77557
615	124076	77346
616	124268	77139
617	124496	76954
618	124706	76758
619	124915	76560
620	125124	76364
621	125348	76176
622	125537	75967
623	125765	75781
624	125977	75586
625	126181	75386
626	126395	75192
627	126604	74994
628	126790	74784
629	126975	74573
630	127161	74361
631	127354	74156
632	127543	73946
633	127729	73736
634	127910	73523
635	128125	73329
636	128312	73120
637	128532	72929
638	128722	72721
639	128903	72508
640	129083	72295
641	129272	72086
642	129460	71877
643	129643	71666
644	129825	71454
645	130050	71265
646	130243	71060
647	130435	70853
648	130653	70661
649	130896	70482
650	131078	70270
651	131278	70068
652	131486	69871
653	131668	69659
654	131848	69446
655	132028	69234
656	132275	69057
657	132498	68867
658	132703	68667
659	132898	68463
660	133079	68250
661	133260	68039
662	133449	67831
663	133631	67620
664	133811	67408
665	133991	67196
666	134172	66985
667	134360	66778
668	134545	66568
669	134728	66359
670	134948	66166
671	135174	65977
672	135363	65770
673	135546	65561
674	135728	65350
675	135930	65150
676	136132	64949
677	136313	64738
678	136537	64548
679	136734	64345
680	136977	64164
681	137159	63954
682	137340	63743
683	137533	63539
684	137713	63328
685	137895	63118
686	138076	62908
687	138257	62698
688	138447	62492
689	138628	62282
690	138812	62074
691	139032	61881
692	139211	61671
693	139400	61464
694	139583	61256
695	139764	61046
696	139946	60837
697	140126	60627
698	140353	60438
699	140543	60233
700	140727	60024
701	140908	59815
702	141153	59633
703	141335	59425
704	141526	59220
705	141706	59011
706	141910	58811
707	142102	58607
708	142296	58403
709	142598	58244
710	142800	58043
711	142979	57834
712	143182	57634
713	143382	57433
714	143572	57228
715	143753	57019
716	143934	56810
717	144114	56602
718	144296	56393
719	144490	56190
720	144671	55982
721	144852	55774
722	145034	55566
723	145216	55358
724	145491	55186
725	145672	54978
726	145853	54770
727	146055	54570
728	146253	54368
729	146438	54162
730	146626	53957
731	146807	53749
732	146987	53541
733	147168	53333
734	147350	53126
735	147614	52948
736	147806	52745
737	148012	52546
738	148192	52338
739	148374	52131
740	148564	51927
741	148749	51721
742	148930	51514
743	149110	51306
744	149291	51099
745	149478	50894
746	149702	50702
747	149882	50495
748	150064	50288
749	150246	50082
750	150472	49890
751	150657	49685
752	150839	49478
753	151021	49272
754	151226	49073
755	151409	48867
756	151599	48663
757	151824	48471
758	152005	48265
759	152188	48059
760	152369	47853
761	152558	47649
762	152823	47469
763	153050	47277
764	153253	47077
765	153468	46882
766	153654	46677
767	153874	46483
768	154054	46276
769	154234	46070
770	154416	45864
771	154604	45660
772	154788	45455
773	154970	45249
774	155150	45043
775	155330	44837
776	155560	44645
777	155747	44441
778	155963	44246
779	156192	44054
780	156377	43849
781	156562	43645
782	156748	43441
783	156929	43235
784	157110	43030
785	157291	42824
786	157475	42620
787	157660	42416
788	157842	42211
789	158073	42019
790	158256	41814
791	158437	41609
792	158654	41414
793	158862	41216
794	159072	41018
795	159256	40814
796	159439	40609
797	159623	40406
798	159811	40202
799	159993	39998
800	160212	39803
801	160393	39598
802	160639	39409
803	160829	39207
804	161009	39002
805	161206	38801
806	161401	38600
807	161587	38397
808	161773	38193
809	161955	37989
810	162135	37785
811	162355	37589
812	162545	37387
813	162732	37184
814	162945	36987
815	163195	36798
816	163384	36596
817	163569	36393
818	163754	36189
819	163934	35985
820	164145	35788
821	164377	35595
822	164585	35396
823	164774	35194
824	164955	34990
825	165138	34787
826	165321	34583
827	165506	34380
828	165729	34185
829	165918	33983
830	166117	33783
831	166326	33585
832	166548	33389
833	166730	33186
834	166916	32983
835	167098	32779
836	167278	32576
837	167461	32373
838	167643	32170
839	167913	31983
840	168318	31822
841	168613	31640
842	168920	31459
843	169383	31307
844	169601	31110
845	169808	30910
846	170084	30723
847	170277	30521
848	170464	30318
849	170716	30126
850	170937	29929
851	171124	29725
852	171328	29525
853	171531	29325
854	171722	29122
855	171922	28921
856	172123	28720
857	172315	28518
858	172505	28315
859	172699	28113
860	172925	27917
861	173115	27714
862	173521	27546
863	173783	27354
864	173976	27152
865	174164	26949
866	174352	26746
867	174548	26544
