iter	MAE
318	1.435421676
319	1.435419575
320	1.435416175
321	1.43541536
322	1.43541472
323	1.435409229
324	1.435399198
325	1.4353955
326	1.435392161
327	1.435381218
328	1.435374423
329	1.435369268
330	1.435362738
331	1.435355075
332	1.435345213
333	1.435335917
334	1.435326939
335	1.435322829
336	1.435320171
337	1.435315239
338	1.435301034
339	1.435298229
340	1.435291763
341	1.435283927
342	1.435279912
343	1.435274758
344	1.435269808
345	1.435262186
346	1.435257595
347	1.435255226
348	1.435248471
349	1.435247261
350	1.435241567
351	1.435234561
352	1.435230921
353	1.43522598
354	1.43521394
355	1.43520675
356	1.435202428
357	1.435201976
358	1.435195149
359	1.435189744
360	1.435187779
361	1.435185978
362	1.435183011
363	1.435177697
364	1.435176914
365	1.435175365
366	1.435172121
367	1.435165449
368	1.43516144
369	1.435153962
370	1.435135537
371	1.435128662
372	1.435126313
373	1.435120752
374	1.435117871
375	1.435102823
376	1.435097716
377	1.435091203
378	1.43508513
379	1.435080158
380	1.435068713
381	1.435064033
382	1.43506172
383	1.435053691
384	1.435051915
385	1.43504565
386	1.435032963
387	1.43502181
388	1.435015147
389	1.434998677
390	1.43499601
391	1.434993636
392	1.434989419
393	1.434984053
394	1.434979616
395	1.434976058
396	1.434972026
397	1.434966362
398	1.434963105
399	1.43496288
400	1.434958359
401	1.434950237
402	1.434946551
403	1.43494233
404	1.434939055
405	1.434936951
406	1.434933512
407	1.434931112
408	1.43492741
409	1.434927069
410	1.434925156
411	1.434921219
412	1.434916039
413	1.434913918
414	1.434912614
415	1.434906946
416	1.434894855
417	1.434892732
418	1.434880455
419	1.434879554
420	1.43487495
421	1.434873082
422	1.434869107
423	1.434868146
424	1.434861055
425	1.434854866
426	1.434851615
427	1.434847984
428	1.434843841
429	1.43484013
430	1.434832311
431	1.434823664
432	1.434816559
433	1.434805885
434	1.434797263
435	1.43479385
436	1.434788821
437	1.434786899
438	1.434780351
439	1.434778288
440	1.434773902
441	1.434762084
442	1.434760836
443	1.434759146
444	1.434756767
445	1.434744329
446	1.434735222
447	1.434725165
448	1.434715066
449	1.434711205
450	1.434704128
451	1.434701968
452	1.434694489
453	1.434685
454	1.434683913
455	1.43467873
456	1.434676359
457	1.434667224
458	1.434660041
459	1.434654125
460	1.434650923
461	1.434650315
462	1.434641575
463	1.434634566
464	1.434627936
465	1.434622
466	1.434619523
467	1.43461184
468	1.434609572
469	1.434609271
470	1.434604339
471	1.434601934
472	1.434594403
473	1.434577378
474	1.434575304
475	1.434572993
476	1.4345706
477	1.43456841
478	1.434566903
479	1.434559976
480	1.43454704
481	1.434542018
482	1.434537263
483	1.434535043
484	1.434532558
485	1.434531751
486	1.434531159
487	1.434529048
488	1.434524448
489	1.434518206
490	1.434511009
491	1.434505706
492	1.434498087
493	1.434496603
494	1.434487745
495	1.434480903
496	1.434476427
497	1.434473273
498	1.434463959
499	1.434450707
